Nombre recurso;LOID;ID;Página;Tipo;Enlace;Texto principal;Texto adicional
Desafío: Los reinos de moneras, protoctistas y hongos;CN_07_10_LM_Recurso280;130832;Escoge tu camino;Enlace;https://thales.cica.es/rd/Recursos/rd99/ed99-0456-01/moneras.html;Moneras y protistas;, enlace del CICA (Centro Informático Científico de Andalucía) que muestra imágenes e información sobre los reinos de las moneras y los protoctistas.
Desafío: Los reinos de moneras, protoctistas y hongos;CN_07_10_LM_Recurso280;130832;Escoge tu camino;Inglés;https://www.natgeokids.com/za/category/discover/science/;National Geographic Kids;, portal de esta revista orientada hacia sus lectores más jóvenes sobre cuestiones relacionadas con la ciencia en general.
Desafío: Los reinos de moneras, protoctistas y hongos;CN_07_10_LM_Recurso280;130832;Ve más allá;Lista;;Comprende los usos industriales de las bacterias y los hongos;
Desafío: Los reinos de moneras, protoctistas y hongos;CN_07_10_LM_Recurso280;130832;Ve más allá;Lista;;¿A qué reino pertenece?;
Desafío: Los reinos de moneras, protoctistas y hongos;CN_07_10_LM_Recurso280;130832;Ve más allá;Lista;;Resuelve el crucigrama sobre moneras, protoctistas y hongos;
Desafío: Los reinos de moneras, protoctistas y hongos;CN_07_10_LM_Recurso280;130832;Ve más allá;Lista;;Responde cuestiones sobre los líquenes;
Desafío: Los reinos de moneras, protoctistas y hongos;CN_07_10_LM_Recurso280;130832;Ve más allá;Lista;;Clasifica las enfermedades producidas por bacterias o virus;
Desafío: Los reinos de moneras, protoctistas y hongos;CN_07_10_LM_Recurso280;130832;Ve más allá;Lista;;Competencias: estudio de los medios para prevenir los virus;
Desafío: Los reinos de moneras, protoctistas y hongos;CN_07_10_LM_Recurso280;130832;Ve más allá;Lista;;Competencias: detección de bacterias en diferentes superficies;
Desafío: Los reinos de moneras, protoctistas y hongos;CN_07_10_LM_Recurso280;130832;Ve más allá;Lista;;Competencias: análisis del crecimiento bacteriano;
Desafío: Los reinos de moneras, protoctistas y hongos;CN_07_10_LM_Recurso280;130832;Ve más allá;Lista;;Competencias: identificación de protoctistas en el agua;
Desafío: Los reinos de moneras, protoctistas y hongos;CN_07_10_LM_Recurso280;130832;Ve más allá;Lista;;Competencias: diferenciación de microorganismos;
Desafío: Los reinos de moneras, protoctistas y hongos;CN_07_10_LM_Recurso280;130832;Meta;Título;;"Ahora ya sabes cuál es el camino que debemos recorrer para descubrir los reinos de moneras, protoctistas y hongos.
¿Serás capaz de superar la última prueba?";
Desafío: El reino animal: animales invertebrados;CN_07_08_LM_Recurso390;130829;Escoge tu camino;Lista;;<em>Los poríferos, los animales más aburridos del mar</em>;(Las características de los poríferos o esponjas)
Desafío: El reino animal: animales invertebrados;CN_07_08_LM_Recurso390;130829;Escoge tu camino;Lista;;<em>Pólipos y medusas, hermosos, pero a distancia</em>;(Las características de los cnidarios)
Desafío: El reino animal: animales invertebrados;CN_07_08_LM_Recurso390;130829;Escoge tu camino;Lista;;<em>Reunión de gusanos</em>;(Las características de los platelmintos, nematodos y anélidos)
Desafío: El reino animal: animales invertebrados;CN_07_08_LM_Recurso390;130829;Escoge tu camino;Lista;;<em>Caminando de puntillas</em>;(Las características de los equinodermos)
Desafío: El reino animal: animales invertebrados;CN_07_08_LM_Recurso390;130829;Escoge tu camino;Lista;;<em>Con la casa a cuestas</em>;(Las características de los moluscos)
Desafío: El reino animal: animales invertebrados;CN_07_08_LM_Recurso390;130829;Escoge tu camino;Lista;;<em>Los artrópodos, animales con coraza</em>;(Las características de los artrópodos)
Desafío: El reino animal: animales invertebrados;CN_07_08_LM_Recurso390;130829;Escoge tu camino;Lista;;<em>Los insectos, los reyes del aire, del agua y del suelo</em>;(Las características de los insectos)
Desafío: El reino animal: animales invertebrados;CN_07_08_LM_Recurso390;130829;Escoge tu camino;Lista;;<em>Del mar a la mesa </em>;(Los beneficios que aportan los invertebrados al ecosistema general)
Desafío: El reino animal: animales invertebrados;CN_07_08_LM_Recurso390;130829;Escoge tu camino;Enlace;http://recursostic.educacion.es/secundaria/edad/1esobiologia/1quincena10/1quincena1_contenidos_1a.htm;Animales;, información sobre los distintos tipos de animales y su clasificación (INTEF).
Desafío: El reino animal: animales invertebrados;CN_07_08_LM_Recurso390;130829;Escoge tu camino;Enlace;http://recursostic.educacion.es/ciencias/biosfera/web/alumno/1ESO/animales/index.htm;El reino animal;, información sobre el reino animal, forma parte del Proyecto Biosfera.
Desafío: El reino animal: animales invertebrados;CN_07_08_LM_Recurso390;130829;Escoge tu camino;Enlace;https://www.youtube.com/watch?v=LikAcpoqlzQ&t=77s;Los invertebrados;, video sobre animales invertebrados, de La Eduteca.
Desafío: El reino animal: animales invertebrados;CN_07_08_LM_Recurso390;130829;Escoge tu camino;Inglés;https://www.natgeokids.com/za/category/discover/science/;National Geographic Kids; ,portal de esta revista orientada a jóvenes lectores sobre cuestiones de ciencia en general.
Desafío: El reino animal: animales invertebrados;CN_07_08_LM_Recurso390;130829;Ve más allá;Lista;;Identifica las características de los invertebrados;
Desafío: El reino animal: animales invertebrados;CN_07_08_LM_Recurso390;130829;Ve más allá;Lista;;Conoce los poríferos;
Desafío: El reino animal: animales invertebrados;CN_07_08_LM_Recurso390;130829;Ve más allá;Lista;;Conoce los gusanos;
Desafío: El reino animal: animales invertebrados;CN_07_08_LM_Recurso390;130829;Ve más allá;Lista;;Clasifica los moluscos;
Desafío: El reino animal: animales invertebrados;CN_07_08_LM_Recurso390;130829;Ve más allá;Lista;;Competencias: estudio de la metamorfosis de los insectos;
Desafío: El reino animal: animales invertebrados;CN_07_08_LM_Recurso390;130829;Meta;Título;;"Ahora ya sabes cuál es el camino que debemos recorrer para descubrir las características de los distintos grupos de animales invertebrados.
¿Serás capaz de superar la última prueba?";
Desafío: El reino animal: animales vertebrados;CN_07_09_LM_Recurso440;130879;Escoge tu camino;Lista;;<em>Los peces, los acróbatas del mar</em>;(Las características y la clasificación de los peces)
Desafío: El reino animal: animales vertebrados;CN_07_09_LM_Recurso440;130879;Escoge tu camino;Lista;;<em>Dentro del agua, o fuera, pero cerca de ella </em>;(Las características de los anfibios)
Desafío: El reino animal: animales vertebrados;CN_07_09_LM_Recurso440;130879;Escoge tu camino;Lista;;<em>Los primeros en nacer de un cascarón duro</em>;(Las características y la clasificación de los reptiles)
Desafío: El reino animal: animales vertebrados;CN_07_09_LM_Recurso440;130879;Escoge tu camino;Lista;;<em>Las aves, los acróbatas del aire</em>;(Las características y la clasificación de las aves)
Desafío: El reino animal: animales vertebrados;CN_07_09_LM_Recurso440;130879;Escoge tu camino;Lista;;<em>Crecer en el interior de la madre</em>;(Las características de los mamíferos)
Desafío: El reino animal: animales vertebrados;CN_07_09_LM_Recurso440;130879;Escoge tu camino;Lista;;<em>El ser humano como exterminador de especies</em>;(Las causas de la extinción de las especies)
Desafío: El reino animal: animales vertebrados;CN_07_09_LM_Recurso440;130879;Escoge tu camino;Lista;;<em>Los actores más famosos del cine, aunque se hayan extinguido</em>;(Los dinosaurios y otros grandes reptiles)
Desafío: El reino animal: animales vertebrados;CN_07_09_LM_Recurso440;130879;Escoge tu camino;Enlace;http://recursostic.educacion.es/secundaria/edad/1esobiologia/1quincena11/index_1quincena11.htm;Los animales vertebrados;, características, diferencias y comparaciones entre los diferentes grupos de vertebrados, del CIDEAD.
Desafío: El reino animal: animales vertebrados;CN_07_09_LM_Recurso440;130879;Escoge tu camino;Enlace;http://recursostic.educacion.es/ciencias/biosfera/web/alumno/1ESO/animales/index.htm;El reino animal;, información sobre la gran diversidad de animales del reino animal, del Proyecto Biosfera.
