Nombre recurso;LOID;ID;idGuion;identificadorUnidad;module_id;asset_id;Página;Tipo;Enlace;Texto principal - original;Texto adicional - original;Texto principal;Texto adicional
Desafío: El método científico;CN_07_19_LM_Recurso270;131983;15146;BG_07_NX_LL;628200;136053;Escoge tu camino;Lista;;Ciencia de la buena;(La ciencia y la pseudociencia);<em>Ciencia de la buena</em>;(La ciencia y la pseudociencia)
Desafío: El método científico;CN_07_19_LM_Recurso270;131983;15146;BG_07_NX_LL;628200;136053;Escoge tu camino;Lista;;Cómo se hacía ciencia en la Antigüedad;(La ciencia desde la Grecia clásica hasta el renacimiento);<em>Cómo se hacía ciencia en la Antigüedad</em>;(La ciencia desde la Grecia clásica hasta el renacimiento)
Desafío: El método científico;CN_07_19_LM_Recurso270;131983;15146;BG_07_NX_LL;628200;136053;Escoge tu camino;Lista;;Parecidos pero distintos: teorías, leyes y modelos;(Los errores en la ciencia como método de avance);<em>Parecidos pero distintos: teorías, leyes y modelos</em>;(Los errores en la ciencia como método de avance)
Desafío: El método científico;CN_07_19_LM_Recurso270;131983;15146;BG_07_NX_LL;628200;136053;Escoge tu camino;Lista;;Paso a paso hasta la meta;(Los pasos del método científico);<em>Paso a paso hasta la meta</em>;(Los pasos del método científico)
Desafío: El método científico;CN_07_19_LM_Recurso270;131983;15146;BG_07_NX_LL;628200;136053;Escoge tu camino;Lista;;Si no lo veo, no lo creo;(La experimentación científica);<em>Si no lo veo, no lo creo</em>;(La experimentación científica)
Desafío: El método científico;CN_07_19_LM_Recurso270;131983;15146;BG_07_NX_LL;628200;136053;Escoge tu camino;Lista;;Los números dirán si es cierto;(La investigación teórica);<em>Los números dirán si es cierto</em>;(La investigación teórica)
Desafío: El método científico;CN_07_19_LM_Recurso270;131983;15146;BG_07_NX_LL;628200;136053;Escoge tu camino;Lista;;¡No seas un científico loco!;(La seguridad en el laboratorio);<em>¡No seas un científico loco!</em>;(La seguridad en el laboratorio)
Desafío: El método científico;CN_07_19_LM_Recurso270;131983;15146;BG_07_NX_LL;628200;136053;Escoge tu camino;Lista;;Qué es qué en el laboratorio;(El material de laboratorio);<em>Qué es qué en el laboratorio</em>;(El material de laboratorio)
Desafío: El método científico;CN_07_19_LM_Recurso270;131983;15146;BG_07_NX_LL;628200;136053;Escoge tu camino;Enlace;http://agrega.educacion.es///repositorio/30112020/06/es_2020113011_9194401/index.html;El método científico;, unidad didáctica en el portal Agrega.;El método científico;, unidad didáctica en el portal Agrega.
Desafío: El método científico;CN_07_19_LM_Recurso270;131983;15146;BG_07_NX_LL;628200;136053;Escoge tu camino;Enlace;https://www.youtube.com/watch?v=kd0JYqDGh_E;¿Cómo puedes ser investigador científico?;, vídeo sobre el método científico, en Date un Voltio.;¿Cómo puedes ser investigador científico?;, vídeo sobre el método científico, en Date un Voltio.
Desafío: El método científico;CN_07_19_LM_Recurso270;131983;15146;BG_07_NX_LL;628200;136053;Escoge tu camino;Enlace;https://www.youtube.com/watch?v=4-Ob1dG_zpI;El mundo de Beakman;, documental sobre el mundo científico a partir de este programa de televisión educativo y de divulgación científica de Canal Once.;El mundo de Beakman;, documental sobre el mundo científico a partir de este programa de televisión educativo y de divulgación científica de Canal Once.
Desafío: El método científico;CN_07_19_LM_Recurso270;131983;15146;BG_07_NX_LL;628200;136053;Escoge tu camino;Inglés;https://www.youtube.com/watch?v=yi0hwFDQTSQ;The Scientific Method: Steps, Examples, Tips and Exercise;, vídeo sobre el método científico, de Sprouts.;The Scientific Method: Steps, Examples, Tips and Exercise;, vídeo sobre el método científico, de Sprouts.
Desafío: El método científico;CN_07_19_LM_Recurso270;131983;15146;BG_07_NX_LL;628200;136053;Ve más allá;Lista;;¡A los cuatro vientos!;;<em>¡A los cuatro vientos!</em>;
Desafío: El método científico;CN_07_19_LM_Recurso270;131983;15146;BG_07_NX_LL;628200;136053;Ve más allá;Lista;;La ciencia es importante;;<em>La ciencia es importante</em>;
Desafío: El método científico;CN_07_19_LM_Recurso270;131983;15146;BG_07_NX_LL;628200;136053;Meta;Título;;"Ahora ya sabes cuál es el camino que debemos recorrer para descubrir los pasos que hay que seguir en la investigación científica.
¿Serás capaz de superar la última prueba?";;"Ahora ya sabes cuál es el camino que debemos recorrer para descubrir los pasos que hay que seguir en la investigación científica.
¿Serás capaz de superar la última prueba?";
Desafío: El método científico;CN_08_12_LM_Recurso310;132256;15152;FQ_08_NX_LL;628761;137920;Escoge tu camino;Lista;;Los orígenes de la ciencia;(La historia y la evolución de la ciencia);<em>Los orígenes de la ciencia</em>;(La historia y la evolución de la ciencia)
Desafío: El método científico;CN_08_12_LM_Recurso310;132256;15152;FQ_08_NX_LL;628761;137920;Escoge tu camino;Lista;;A distintos problemas, distintos métodos;(Los métodos de análisis de datos);<em>A distintos problemas, distintos métodos</em>;(Los métodos de análisis de datos)
Desafío: El método científico;CN_08_12_LM_Recurso310;132256;15152;FQ_08_NX_LL;628761;137920;Escoge tu camino;Lista;;Teorías, leyes y modelos;(Los objetivos de la ciencia);<em>Teorías, leyes y modelos</em>;(Los objetivos de la ciencia)
