Nombre recurso;LOID;ID;Página;Tipo;Enlace;Texto principal;Texto adicional
Desafío: El planeta Tierra;MN_3C_02_LM_Recurso250;130784;Escoge tu camino;Lista;;La importancia vital de tener una atmósfera;
Desafío: El planeta Tierra;MN_3C_02_LM_Recurso250;130784;Escoge tu camino;Lista;;El agua es vida: la hidrosfera;
Desafío: El planeta Tierra;MN_3C_02_LM_Recurso250;130784;Escoge tu camino;Lista;;Rocas, minerales y metales;
Desafío: El planeta Tierra;MN_3C_02_LM_Recurso250;130784;Escoge tu camino;Lista;;Los cambios en el relieve terrestre;
Desafío: El planeta Tierra;MN_3C_02_LM_Recurso250;130784;Escoge tu camino;Lista;;Por qué tenemos día y noche;
Desafío: El planeta Tierra;MN_3C_02_LM_Recurso250;130784;Escoge tu camino;Lista;;Las estaciones del año;
Desafío: El planeta Tierra;MN_3C_02_LM_Recurso250;130784;Escoge tu camino;Lista;;La Luna y las mareas;
Desafío: El planeta Tierra;MN_3C_02_LM_Recurso250;130784;Escoge tu camino;Lista;;Vivir un eclipse de sol;
Desafío: El planeta Tierra;MN_3C_02_LM_Recurso250;130784;Escoge tu camino;Enlace;https://www.nationalgeographic.com.es/;National Geographic;, web sobre ciencia y naturaleza. Cuenta con reportajes y artículos sobre la naturaleza y la historia del planeta Tierra.
Desafío: El planeta Tierra;MN_3C_02_LM_Recurso250;130784;Escoge tu camino;Enlace;https://www.sea-astronomia.es/;Sociedad Española de Astronomía;, agrupación de astrofísicos profesionales que trabajan para promocionar el desarrollo de la astronomía en España. Fomenta, además, la visibilidad y la participación de la mujer en este campo.
Desafío: El planeta Tierra;MN_3C_02_LM_Recurso250;130784;Escoge tu camino;Enlace;https://canal.uned.es/;CANALUNED;, buscador de recursos educativos sobre astronomía y astrofísica y ciencias de la Tierra y del espacio: cambio global, cambio climático, biodiversidad, recursos geológicos, etc.
Desafío: El planeta Tierra;MN_3C_02_LM_Recurso250;130784;Escoge tu camino;Inglés;https://www.nbvm.no/en/earth_int.html;WebGeology ;los interactivos sobre la estructura de la Tierra.
Desafío: El planeta Tierra;MN_3C_02_LM_Recurso250;130784;Ve más allá;Lista;;La biosfera. ;
Desafío: El planeta Tierra;MN_3C_02_LM_Recurso250;130784;Ve más allá;Lista;;Cuidar de nuestro planeta;
Desafío: El planeta Tierra;MN_3C_02_LM_Recurso250;130784;Ve más allá;Lista;;Recursos renovables y no renovables;
Desafío: El planeta Tierra;MN_3C_02_LM_Recurso250;130784;Ve más allá;Lista;;Mitología y ciencia;
Desafío: El planeta Tierra;MN_3C_02_LM_Recurso250;130784;Meta;Título;;<strong>¿Serás capaz de superar la última prueba?</strong>;
Desafío: El relieve y la hidrografía;MS_3C_21_LM_Recurso790;132181;Escoge tu camino;Lista;;El relieve interior;
Desafío: El relieve y la hidrografía;MS_3C_21_LM_Recurso790;132181;Escoge tu camino;Lista;;El relieve costero;
Desafío: El relieve y la hidrografía;MS_3C_21_LM_Recurso790;132181;Escoge tu camino;Lista;;Los agentes geológicos internos;
Desafío: El relieve y la hidrografía;MS_3C_21_LM_Recurso790;132181;Escoge tu camino;Lista;;Los agentes geológicos externos;
Desafío: El relieve y la hidrografía;MS_3C_21_LM_Recurso790;132181;Escoge tu camino;Lista;;Las formas del modelado;
Desafío: El relieve y la hidrografía;MS_3C_21_LM_Recurso790;132181;Escoge tu camino;Lista;;La hidrosfera y la hidrografía;
Desafío: El relieve y la hidrografía;MS_3C_21_LM_Recurso790;132181;Escoge tu camino;Lista;;El ciclo del agua;
Desafío: El relieve y la hidrografía;MS_3C_21_LM_Recurso790;132181;Escoge tu camino;Lista;;El agua salada en la Tierra;
Desafío: El relieve y la hidrografía;MS_3C_21_LM_Recurso790;132181;Escoge tu camino;Lista;;El agua dulce en la Tierra;
Desafío: El relieve y la hidrografía;MS_3C_21_LM_Recurso790;132181;Escoge tu camino;Enlace;https://www.youtube.com/watch?v=3A_OBfm04ck;La Eduteca– El relieve;, video sobre los tipos de relieve y su representación en los mapas.
Desafío: El relieve y la hidrografía;MS_3C_21_LM_Recurso790;132181;Escoge tu camino;Enlace;https://es.pinterest.com/pin/306667055862761007/;Formas de relieve;, diversos tableros de Pinterest con fotos e ilustraciones sobre el relieve de la Tierra.
Desafío: El relieve y la hidrografía;MS_3C_21_LM_Recurso790;132181;Escoge tu camino;Enlace;https://www.fundacionaquae.org/el-ciclo-del-agua-en-que-consiste/;Fundación Aquae;, artículo sobre el ciclo del agua.
Desafío: El relieve y la hidrografía;MS_3C_21_LM_Recurso790;132181;Escoge tu camino;Enlace;https://www.youtube.com/watch?v=AUGKRQpkGkY;Aprende con Dani;, video sobre el ciclo y los estados del agua.
Desafío: El relieve y la hidrografía;MS_3C_21_LM_Recurso790;132181;Escoge tu camino;Enlace;https://www.youtube.com/watch?v=7nFh8WrRwEw;Paxi – El ciclo del agua;, video de la Agencia Europea del Espacio sobre el ciclo del agua.
Desafío: El relieve y la hidrografía;MS_3C_21_LM_Recurso790;132181;Ve más allá;Lista;;Los tipos de montañas;
Desafío: El relieve y la hidrografía;MS_3C_21_LM_Recurso790;132181;Ve más allá;Lista;;Los tipos de islas;
Desafío: El relieve y la hidrografía;MS_3C_21_LM_Recurso790;132181;Meta;Título;;"Ya falta muy poco.
¿Crees que podrás superar la última prueba?";
Desafío: El relieve, ríos y costas de España;MS_3C_16_LM_Recurso380;139812;Escoge tu camino;Lista;;Grandes unidades de relieve de la península Ibérica;
Desafío: El relieve, ríos y costas de España;MS_3C_16_LM_Recurso380;139812;Escoge tu camino;Lista;;España, a vista de pájaro: ¿un gran altiplano?;
Desafío: El relieve, ríos y costas de España;MS_3C_16_LM_Recurso380;139812;Escoge tu camino;Lista;;Un paseo por las cumbres;
Desafío: El relieve, ríos y costas de España;MS_3C_16_LM_Recurso380;139812;Escoge tu camino;Lista;;La red hidrográfica de la península Ibérica;
Desafío: El relieve, ríos y costas de España;MS_3C_16_LM_Recurso380;139812;Escoge tu camino;Lista;;Las relaciones entre relieve y clima y los ríos españoles;
Desafío: El relieve, ríos y costas de España;MS_3C_16_LM_Recurso380;139812;Escoge tu camino;Lista;;Una costa de 8.000 km;
Desafío: El relieve, ríos y costas de España;MS_3C_16_LM_Recurso380;139812;Escoge tu camino;Lista;https://www.educaplay.com/learning-resources/12402-sistemas_montanosos_de_espana_5.html;Mapa interactivo de los sistemas montañosos de España;, para practicar con las unidades de relieve.
Desafío: El relieve, ríos y costas de España;MS_3C_16_LM_Recurso380;139812;Escoge tu camino;Lista;https://mapasinteractivos.didactalia.net/comunidad/mapasflashinteractivos/recurso/rios-de-espaa/6b90cb5d-8084-4d44-9cc6-990fe7068e38;Mapa interactivo de los ríos de España;, para practicar con la red hidrográfica.
Desafío: El relieve, ríos y costas de España;MS_3C_16_LM_Recurso380;139812;Escoge tu camino;Lista;https://descargas.intef.es/recursos_educativos/It_didac/CCSS/4/03/El_relieve_en_Espana/index.html;El relieve en España;, itinerario didáctico que explora el relieve de España, de INTEF. 
Desafío: El relieve, ríos y costas de España;MS_3C_16_LM_Recurso380;139812;Ve más allá;Lista;;La península Ibérica, de norte a sur;
Desafío: El relieve, ríos y costas de España;MS_3C_16_LM_Recurso380;139812;Ve más allá;Lista;;El relieve de las islas;
Desafío: El relieve, ríos y costas de España;MS_3C_16_LM_Recurso380;139812;Ve más allá;Lista;;El Teide, ¿un volcán apagado? ;
Desafío: El relieve, ríos y costas de España;MS_3C_16_LM_Recurso380;139812;Meta;Título;;"Ya has llegado a la meta.
¿Serás capaz de superar la última prueba?";
Desafío: El universo;MN_3C_01_LM_Recurso250;130738;Escoge tu camino;Lista;;El estudio del universo a lo largo de la historia;
Desafío: El universo;MN_3C_01_LM_Recurso250;130738;Escoge tu camino;Lista;;Científicos y astrónomos destacados;
Desafío: El universo;MN_3C_01_LM_Recurso250;130738;Escoge tu camino;Lista;;Cómo son y de qué están compuestas las estrellas;
Desafío: El universo;MN_3C_01_LM_Recurso250;130738;Escoge tu camino;Lista;;Los planetas y su origen;
Desafío: El universo;MN_3C_01_LM_Recurso250;130738;Escoge tu camino;Lista;;Distintos cuerpos celestes que circulan por el espacio;
Desafío: El universo;MN_3C_01_LM_Recurso250;130738;Escoge tu camino;Lista;;Cómo es una misión espacial;
Desafío: El universo;MN_3C_01_LM_Recurso250;130738;Escoge tu camino;Lista;;Las condiciones para la vida en otros planetas;
Desafío: El universo;MN_3C_01_LM_Recurso250;130738;Escoge tu camino;Enlace;https://www.lanasa.net/;Nasa en español;, página con noticias de actualidad y contenidos especializados sobre las misiones espaciales, la estación espacial internacional y el universo.
Desafío: El universo;MN_3C_01_LM_Recurso250;130738;Escoge tu camino;Enlace;https://www.sea-astronomia.es/;Sociedad Española de Astronomía;, agrupación de astrofísicos profesionales que trabajan para promocionar el desarrollo de la astronomía en España. Fomenta, además, la visibilidad y la participación de la mujer en este campo.
Desafío: El universo;MN_3C_01_LM_Recurso250;130738;Escoge tu camino;Enlace;https://canal.uned.es/educa/U210000;CANALUNED;, buscador de recursos educativos (vídeo y audio) sobre astronomía y astrofísica: el universo, las galaxias, los sistemas planetarios, los agujeros negros, la vía láctea, etc.
Desafío: El universo;MN_3C_01_LM_Recurso250;130738;Ve más allá;Lista;;La opinión del científico Stephen Hawking acerca de la vida extraterrestre. ;
Desafío: El universo;MN_3C_01_LM_Recurso250;130738;Ve más allá;Lista;;El proyecto Voyager 1 (The Golden Record Cover). ;
Desafío: El universo;MN_3C_01_LM_Recurso250;130738;Ve más allá;Lista;;El Curiosity, expedición a Marte;
Desafío: El universo;MN_3C_01_LM_Recurso250;130738;Meta;Título;;<strong>¡Ya eres todo un experto en misiones espaciales interestelares!</strong>;
Desafío: Introducción a la historia;MS_3C_06_LM_Recurso230;132016;Escoge tu camino;Lista;;¿Qué sabemos de la historia?;
Desafío: Introducción a la historia;MS_3C_06_LM_Recurso230;132016;Escoge tu camino;Lista;;Mi lugar en la historia;
Desafío: Introducción a la historia;MS_3C_06_LM_Recurso230;132016;Escoge tu camino;Lista;;El tiempo en la historia: los diferentes calendarios del mundo;
Desafío: Introducción a la historia;MS_3C_06_LM_Recurso230;132016;Escoge tu camino;Lista;;Fuentes audiovisuales: la historia a través de grabaciones de audio y video;
Desafío: Introducción a la historia;MS_3C_06_LM_Recurso230;132016;Escoge tu camino;Lista;;La historia en la era de Internet;
Desafío: Introducción a la historia;MS_3C_06_LM_Recurso230;132016;Escoge tu camino;Lista;;Indiana Jones y el oficio de arqueólogo;
Desafío: Introducción a la historia;MS_3C_06_LM_Recurso230;132016;Escoge tu camino;Enlace;https://www.detectivesdelahistoria.es/;Detectives de la historia;, enigmas y misterios de la historia de la humanidad.
Desafío: Introducción a la historia;MS_3C_06_LM_Recurso230;132016;Escoge tu camino;Enlace;https://www.youtube.com/watch?v=yrjFRom0duY;Viaje por el tiempo;, un repaso a la historia de la humanidad.
Desafío: Introducción a la historia;MS_3C_06_LM_Recurso230;132016;Escoge tu camino;Enlace;https://juegosinfantiles.bosquedefantasias.com/ciencias-sociales/historia;Juegos infantiles;, juegos para saber más sobre las distintas etapas de la historia.
Desafío: Introducción a la historia;MS_3C_06_LM_Recurso230;132016;Escoge tu camino;Enlace;https://www.youtube.com/watch?v=51OO5kyufSM;¿Qué es la historia?;, video sobre conceptos básicos de historia.
Desafío: Introducción a la historia;MS_3C_06_LM_Recurso230;132016;Escoge tu camino;Enlace;https://www.cerebriti.com/juegos-de-historia/las-etapas-de-la-historia;Las etapas de la historia;, juego para aprender sobre las diferentes etapas de la historia, en Cerebriti.
Desafío: Introducción a la historia;MS_3C_06_LM_Recurso230;132016;Ve más allá;Lista;;Las fuentes orales: el testimonio de los protagonistas. ;
Desafío: Introducción a la historia;MS_3C_06_LM_Recurso230;132016;Ve más allá;Lista;;Las fuentes artísticas. ;
Desafío: Introducción a la historia;MS_3C_06_LM_Recurso230;132016;Ve más allá;Lista;;Heródoto, el padre de la historia. ;
Desafío: Introducción a la historia;MS_3C_06_LM_Recurso230;132016;Ve más allá;Lista;;El inicio de las diferentes etapas históricas. ;
Desafío: Introducción a la historia;MS_3C_06_LM_Recurso230;132016;Meta;Título;;"¡Ya falta muy poco!
¿Crees que podrás superar la última prueba?";
Desafío: La educación vial;MS_3C_23_LM_Recurso220;130766;Escoge tu camino;Lista;;Cómo te desplazas en tu localidad;
Desafío: La educación vial;MS_3C_23_LM_Recurso220;130766;Escoge tu camino;Lista;;Jugar en la calle;
Desafío: La educación vial;MS_3C_23_LM_Recurso220;130766;Escoge tu camino;Lista;;Déficits en tu entorno;
Desafío: La educación vial;MS_3C_23_LM_Recurso220;130766;Escoge tu camino;Lista;;La convivencia ciudadana en tu entorno;
Desafío: La educación vial;MS_3C_23_LM_Recurso220;130766;Escoge tu camino;Lista;;La seguridad en la vía pública, tu responsabilidad;
Desafío: La educación vial;MS_3C_23_LM_Recurso220;130766;Escoge tu camino;Lista;;Cómo mejorar los espacios infantiles;
Desafío: La educación vial;MS_3C_23_LM_Recurso220;130766;Escoge tu camino;Enlace;https://www.dgt.es/conoce-la-dgt/que-hacemos/educacion-vial/educacion-vial-para-la-infancia/;Educación vial. Infancia. ;Portal de la Dirección General de Tráfico (DGT) que cuenta con recursos didácticos sobre educación vial.
Desafío: La educación vial;MS_3C_23_LM_Recurso220;130766;Escoge tu camino;Enlace;https://ciudadesamigas.org/;Ciudades amigas de la infancia.; Web de Unicef sobre las ciudades comprometidas con el cumplimiento de los derechos de las niñas, los niños y los adolescentes. Ofrece entre otros recursos, información sobre la planificación de ciudades responsables con la infancia.
Desafío: La educación vial;MS_3C_23_LM_Recurso220;130766;Ve más allá;Lista;;Cómo han de ser los espacios públicos de la infancia;
Desafío: La educación vial;MS_3C_23_LM_Recurso220;130766;Meta;Título;;"<strong>¡A jugar!
¿Serás capaz de superar la última prueba?</strong>";
Desafío: La historia antigua de España;MS_3C_09_LM_Recurso760;132226;Escoge tu camino;Lista;;¡Por un rebaño de ovejas! ;(Los pueblos celtas)
Desafío: La historia antigua de España;MS_3C_09_LM_Recurso760;132226;Escoge tu camino;Lista;;He aquí una gran Dama ;(Los pueblos iberos)
Desafío: La historia antigua de España;MS_3C_09_LM_Recurso760;132226;Escoge tu camino;Lista;;El Dorado ibérico ;(Los tartesios)
Desafío: La historia antigua de España;MS_3C_09_LM_Recurso760;132226;Escoge tu camino;Lista;;¡Vamos de compras! ;(Los griegos y los fenicios)
Desafío: La historia antigua de España;MS_3C_09_LM_Recurso760;132226;Escoge tu camino;Lista;;Y con ellos llegó la guerra ;(Las guerras púnicas)
Desafío: La historia antigua de España;MS_3C_09_LM_Recurso760;132226;Escoge tu camino;Lista;;Redecorando el mapa ;(Los romanos)
Desafío: La historia antigua de España;MS_3C_09_LM_Recurso760;132226;Escoge tu camino;Enlace;https://www.artehistoria.com/;Artehistoria;, portal que ofrece multitud de recursos relacionados con el arte y la historia.
Desafío: La historia antigua de España;MS_3C_09_LM_Recurso760;132226;Escoge tu camino;Enlace;https://www.rtve.es/play/videos/memoria-de-espana/memoria-espana-grandes-potencias-se-disputan-iberia/3199578/;Las grandes potencias se disputan Iberia;", documental en el que se narran las luchas entre Roma y Cartago para controlar la península Ibérica y la resistencia de algunos pueblos indígenas, en ""Memoria de España"", de RTVE."
Desafío: La historia antigua de España;MS_3C_09_LM_Recurso760;132226;Escoge tu camino;Enlace;https://www.youtube.com/watch?v=Tl3lABiaD1U;Los celtas de Galicia;, documental que analiza las distintas características de este pueblo, en Celtic Spirit.
Desafío: La historia antigua de España;MS_3C_09_LM_Recurso760;132226;Escoge tu camino;Inglés;https://www.youtube.com/watch?v=tay8WPP4fog&feature=youtu.be;Ancient History: Iberians and Celts. History for Primary Education;, breve video sobre los iberos y los celtas en la península Ibérica, de Beatriz Cánovas.
Desafío: La historia antigua de España;MS_3C_09_LM_Recurso760;132226;Ve más allá;Lista;;Nos vemos en el mercado;
Desafío: La historia antigua de España;MS_3C_09_LM_Recurso760;132226;Ve más allá;Lista;;Ordenador central;
Desafío: La historia antigua de España;MS_3C_09_LM_Recurso760;132226;Meta;Título;;"<strong>¿Estás preparado?
¿Serás capaz de superar la última prueba?</strong>";
Desafío: La historia medieval de España;MS_3C_11_LM_Recurso830;131380;Escoge tu camino;Lista;;Quiénes eran los visigodos;
Desafío: La historia medieval de España;MS_3C_11_LM_Recurso830;131380;Escoge tu camino;Lista;;Las etapas de Al-Andalus;
Desafío: La historia medieval de España;MS_3C_11_LM_Recurso830;131380;Escoge tu camino;Lista;;La formación de los primeros reinos cristianos;
Desafío: La historia medieval de España;MS_3C_11_LM_Recurso830;131380;Escoge tu camino;Lista;;Los principales avances científicos y culturales de Al-Andalus;
Desafío: La historia medieval de España;MS_3C_11_LM_Recurso830;131380;Escoge tu camino;Lista;;El árabe y su legado en nuestra lengua;
Desafío: La historia medieval de España;MS_3C_11_LM_Recurso830;131380;Escoge tu camino;Lista;;Musulmanes, cristianos y judíos;
Desafío: La historia medieval de España;MS_3C_11_LM_Recurso830;131380;Escoge tu camino;Lista;;La vida en una ciudad medieval;
Desafío: La historia medieval de España;MS_3C_11_LM_Recurso830;131380;Escoge tu camino;Lista;;La vida en un castillo medieval;
Desafío: La historia medieval de España;MS_3C_11_LM_Recurso830;131380;Escoge tu camino;Lista;;La pirámide social del poder;
Desafío: La historia medieval de España;MS_3C_11_LM_Recurso830;131380;Escoge tu camino;Lista;;El románico, el gótico y el arte mudéjar;
Desafío: La historia medieval de España;MS_3C_11_LM_Recurso830;131380;Escoge tu camino;Enlace;https://www.xn--espaaescultura-tnb.es/inicio.html;España es cultura;, página del Ministerio de Cultura y Deporte con contenido, entre otros, sobre arte andalusí, arte románico, cultura sefardí, arte mudéjar y arte gótico.
Desafío: La historia medieval de España;MS_3C_11_LM_Recurso830;131380;Escoge tu camino;Enlace;https://www.museunacional.cat/es/coleccion/rom%C3%A1nico;Museo Nacional de Arte Románico de Catalunya;, página oficial de este museo, con imágenes de las obras de la colección, textos explicativos, contenido educativo y actividades.
Desafío: La historia medieval de España;MS_3C_11_LM_Recurso830;131380;Escoge tu camino;Enlace;https://canal.uned.es/educa/U550000;CANALUNED;, buscador de recursos educativos sobre historia: historia medieval de España, Al-Andalus, musulmanes y cristianos en la Edad Media, mujeres en la Edad Media, medicina medieval, el feudalismo, etc.
Desafío: La historia medieval de España;MS_3C_11_LM_Recurso830;131380;Ve más allá;Lista;;La llegada de los ejércitos musulmanes: la batalla de Guadalete;
Desafío: La historia medieval de España;MS_3C_11_LM_Recurso830;131380;Ve más allá;Lista;;Córdoba, Sevilla y Granada;
Desafío: La historia medieval de España;MS_3C_11_LM_Recurso830;131380;Ve más allá;Lista;;La Mezquita de Córdoba y la Alhambra de Granada;
Desafío: La historia medieval de España;MS_3C_11_LM_Recurso830;131380;Ve más allá;Lista;;La Escuela de Traductores de Toledo y las tres culturas ibéricas;
Desafío: La historia medieval de España;MS_3C_11_LM_Recurso830;131380;Ve más allá;Lista;;Iglesias, monasterios y catedrales;
Desafío: La historia medieval de España;MS_3C_11_LM_Recurso830;131380;Ve más allá;Lista;;La música sefardí;
Desafío: La historia medieval de España;MS_3C_11_LM_Recurso830;131380;Ve más allá;Lista;;Los trovadores y las trobairitz;
Desafío: La historia medieval de España;MS_3C_11_LM_Recurso830;131380;Ve más allá;Lista;;Epidemias mortales: la peste negra;
Desafío: La historia medieval de España;MS_3C_11_LM_Recurso830;131380;Ve más allá;Lista;;Los torneos medievales;
Desafío: La historia medieval de España;MS_3C_11_LM_Recurso830;131380;Meta;Título;;"<strong>¡Conocimiento conquistado!
¿Serás capaz de superar la última prueba?</strong>";
Desafío: La prehistoria;MS_3C_07_LM_Recurso560;131737;Escoge tu camino;Lista;;El árbol de la evolución;
Desafío: La prehistoria;MS_3C_07_LM_Recurso560;131737;Escoge tu camino;Lista;;Los primeros antepasados: los homínidos;
Desafío: La prehistoria;MS_3C_07_LM_Recurso560;131737;Escoge tu camino;Lista;;Caza y recolección;
Desafío: La prehistoria;MS_3C_07_LM_Recurso560;131737;Escoge tu camino;Lista;;Sobrevivir a la última glaciación: el Homo sapiens;
Desafío: La prehistoria;MS_3C_07_LM_Recurso560;131737;Escoge tu camino;Lista;;El dominio territorial del Homo sapiens;
Desafío: La prehistoria;MS_3C_07_LM_Recurso560;131737;Escoge tu camino;Lista;;El control del fuego;
Desafío: La prehistoria;MS_3C_07_LM_Recurso560;131737;Escoge tu camino;Lista;;La fabricación de herramientas;
Desafío: La prehistoria;MS_3C_07_LM_Recurso560;131737;Escoge tu camino;Lista;;Los primeros agricultores y ganaderos;
Desafío: La prehistoria;MS_3C_07_LM_Recurso560;131737;Escoge tu camino;Lista;;Los orígenes de la escritura;
Desafío: La prehistoria;MS_3C_07_LM_Recurso560;131737;Escoge tu camino;Lista;;El inicio del comercio;
Desafío: La prehistoria;MS_3C_07_LM_Recurso560;131737;Escoge tu camino;Lista;;Las primeras obras de arte;
Desafío: La prehistoria;MS_3C_07_LM_Recurso560;131737;Escoge tu camino;Lista;;El yacimiento de Atapuerca y la cueva de Altamira;
Desafío: La prehistoria;MS_3C_07_LM_Recurso560;131737;Escoge tu camino;Enlace;https://mihistoriauniversal.com/prehistoria;Mi historia universal: Prehistoria;, web con contenido sobre la historia universal y biografías. En la prehistoria encontramos información sobre las teorías de la evolución y artículos sobre distintos descubrimientos por todo el planeta.
Desafío: La prehistoria;MS_3C_07_LM_Recurso560;131737;Escoge tu camino;Enlace;https://historiaeweb.com/prehistoria/#google_vignette;Historiae: La prehistoria;, web de la “Historia universal de la Humanidad” con contenidos textuales y gráficos sobre la etapa de la prehistoria.
Desafío: La prehistoria;MS_3C_07_LM_Recurso560;131737;Ve más allá;Lista;;La paleontología y los fósiles;
Desafío: La prehistoria;MS_3C_07_LM_Recurso560;131737;Ve más allá;Lista;;La arqueología;
Desafío: La prehistoria;MS_3C_07_LM_Recurso560;131737;Ve más allá;Lista;;La etnología;
Desafío: La prehistoria;MS_3C_07_LM_Recurso560;131737;Ve más allá;Lista;;El aerógrafo prehistórico y la técnica del estarcido;
Desafío: La prehistoria;MS_3C_07_LM_Recurso560;131737;Ve más allá;Lista;;Música y danza;
Desafío: La prehistoria;MS_3C_07_LM_Recurso560;131737;Ve más allá;Lista;;Monumentos y megalitos;
Desafío: La prehistoria;MS_3C_07_LM_Recurso560;131737;Meta;Título;;"To be continued…
Pero, por el momento, ¿serás capaz de superar la última prueba?";
Desafío: Las capas de la Tierra;MN_3C_03_LM_Recurso420;130867;Escoge tu camino;Lista;;Viajes fantásticos por tierra, mar y aire;
Desafío: Las capas de la Tierra;MN_3C_03_LM_Recurso420;130867;Escoge tu camino;Lista;;Viaje al centro de la Tierra;
Desafío: Las capas de la Tierra;MN_3C_03_LM_Recurso420;130867;Escoge tu camino;Lista;;Los minerales y sus propiedades;
Desafío: Las capas de la Tierra;MN_3C_03_LM_Recurso420;130867;Escoge tu camino;Lista;;Los distintos tipos de rocas;
Desafío: Las capas de la Tierra;MN_3C_03_LM_Recurso420;130867;Escoge tu camino;Lista;;Volcanes activos en la actualidad;
Desafío: Las capas de la Tierra;MN_3C_03_LM_Recurso420;130867;Escoge tu camino;Lista;;Cómo se forman las montañas;
Desafío: Las capas de la Tierra;MN_3C_03_LM_Recurso420;130867;Escoge tu camino;Lista;;Paisajes excepcionales modelados por el paso del tiempo;
Desafío: Las capas de la Tierra;MN_3C_03_LM_Recurso420;130867;Escoge tu camino;Lista;;Glaciares en peligro;
Desafío: Las capas de la Tierra;MN_3C_03_LM_Recurso420;130867;Escoge tu camino;Lista;;Los mares y océanos del planeta;
Desafío: Las capas de la Tierra;MN_3C_03_LM_Recurso420;130867;Escoge tu camino;Lista;;El ciclo del agua;
Desafío: Las capas de la Tierra;MN_3C_03_LM_Recurso420;130867;Escoge tu camino;Lista;;Los desastres naturales;
Desafío: Las capas de la Tierra;MN_3C_03_LM_Recurso420;130867;Escoge tu camino;Lista;;La importancia de la capa de ozono;
Desafío: Las capas de la Tierra;MN_3C_03_LM_Recurso420;130867;Escoge tu camino;Enlace;https://www.capasdelatierra.org/;Capas de la Tierra;, web con explicaciones detalladas de cada una de las capas.
Desafío: Las capas de la Tierra;MN_3C_03_LM_Recurso420;130867;Escoge tu camino;Enlace;https://canal.uned.es/;CANALUNED;, buscador de recursos educativos sobre astronomía y astrofísica y ciencias de la Tierra y del espacio: cambio global, cambio climático, biodiversidad, recursos geológicos, etc.
Desafío: Las capas de la Tierra;MN_3C_03_LM_Recurso420;130867;Ve más allá;Lista;;El pozo superprofundo de Kola y el proyecto Mohole;
Desafío: Las capas de la Tierra;MN_3C_03_LM_Recurso420;130867;Ve más allá;Lista;;Los dioses mitológicos y los fenómenos naturales;
Desafío: Las capas de la Tierra;MN_3C_03_LM_Recurso420;130867;Meta;Título;;"¡Ya casi ha finalizado tu viaje!
¿Serás capaz de superar la última prueba?";
Desafío: Los climas y paisajes de España;MS_3C_26_LM_Recurso690;130882;Escoge tu camino;Lista;;Mis viajes por España;
Desafío: Los climas y paisajes de España;MS_3C_26_LM_Recurso690;130882;Escoge tu camino;Lista;;Prepararse para un viaje: el clima y los lugares de interés;
Desafío: Los climas y paisajes de España;MS_3C_26_LM_Recurso690;130882;Escoge tu camino;Lista;;Elaborar un blog sobre viajes;
Desafío: Los climas y paisajes de España;MS_3C_26_LM_Recurso690;130882;Escoge tu camino;Lista;;Las costas del norte de España;
Desafío: Los climas y paisajes de España;MS_3C_26_LM_Recurso690;130882;Escoge tu camino;Lista;;Los paisajes de la Meseta;
Desafío: Los climas y paisajes de España;MS_3C_26_LM_Recurso690;130882;Escoge tu camino;Lista;;Los Monegros (Aragón) y Las Bardenas Reales (Navarra);
Desafío: Los climas y paisajes de España;MS_3C_26_LM_Recurso690;130882;Escoge tu camino;Lista;;Las cordilleras de la Península;
Desafío: Los climas y paisajes de España;MS_3C_26_LM_Recurso690;130882;Escoge tu camino;Lista;;El litoral mediterráneo;
Desafío: Los climas y paisajes de España;MS_3C_26_LM_Recurso690;130882;Escoge tu camino;Lista;;Clima y paisajes de las Canarias;
Desafío: Los climas y paisajes de España;MS_3C_26_LM_Recurso690;130882;Escoge tu camino;Lista;;Los quince parques nacionales;
Desafío: Los climas y paisajes de España;MS_3C_26_LM_Recurso690;130882;Escoge tu camino;Lista;;Las cuarenta reservas de la biosfera;
Desafío: Los climas y paisajes de España;MS_3C_26_LM_Recurso690;130882;Escoge tu camino;Enlace;http://rerb.oapn.es/red-espanola-de-reservas-de-la-biosfera/reservas-de-la-biosfera-espanolas/mapa;RERB (Red Española de Reservas de la Biosfera) ;con información sobre las reservas de la biosfera españolas.
Desafío: Los climas y paisajes de España;MS_3C_26_LM_Recurso690;130882;Escoge tu camino;Enlace;https://parquesnacionales.cnig.es/;Parques naturales de España;, con interactivos de los parques naturales que incluyen mapas, guías, rutas y videos.
Desafío: Los climas y paisajes de España;MS_3C_26_LM_Recurso690;130882;Escoge tu camino;Inglés;https://wmo.int/site/global-framework-climate-services-gfcs;GFCS (Global Framework for Climate Services);, con información sobre meteorología y clima.
Desafío: Los climas y paisajes de España;MS_3C_26_LM_Recurso690;130882;Ve más allá;Lista;;La actividad humana y los paisajes;
Desafío: Los climas y paisajes de España;MS_3C_26_LM_Recurso690;130882;Ve más allá;Lista;;La vegetación de España;
Desafío: Los climas y paisajes de España;MS_3C_26_LM_Recurso690;130882;Ve más allá;Lista;;La fauna de España;
Desafío: Los climas y paisajes de España;MS_3C_26_LM_Recurso690;130882;Meta;Título;;"<strong>¡Final del viaje!
¿Serás capaz de superar la última prueba?</strong>";
Desafío: Los sistemas de representación del espacio;MS_3C_01_LM_Recurso230;132223;Escoge tu camino;Lista;;El planeta azul ;(Las características de la Tierra)
